Start,Value,End,Pollutant,Unit
2022-08-16 20:00:00,12.44,2022-08-16 21:00:00,6001,ug.m-3
2022-08-16 21:00:00,14.42,2022-08-16 22:00:00,6001,ug.m-3
2022-08-16 22:00:00,15.88,2022-08-16 23:00:00,6001,ug.m-3
2022-08-16 23:00:00,15.74,2022-08-17 00:00:00,6001,ug.m-3
2022-08-17 00:00:00,17.85,2022-08-17 01:00:00,6001,ug.m-3
2022-08-17 01:00:00,16.14,2022-08-17 02:00:00,6001,ug.m-3
2022-08-17 02:00:00,13.5,2022-08-17 03:00:00,6001,ug.m-3
2022-08-17 03:00:00,11.65,2022-08-17 04:00:00,6001,ug.m-3
2022-08-17 04:00:00,9.86,2022-08-17 05:00:00,6001,ug.m-3
2022-08-17 05:00:00,8.93,2022-08-17 06:00:00,6001,ug.m-3
2022-08-17 06:00:00,7.5,2022-08-17 07:00:00,6001,ug.m-3
2022-08-17 07:00:00,7.31,2022-08-17 08:00:00,6001,ug.m-3
2022-08-17 08:00:00,7.88,2022-08-17 09:00:00,6001,ug.m-3
2022-08-17 09:00:00,6.28,2022-08-17 10:00:00,6001,ug.m-3
2022-08-17 10:00:00,3.94,2022-08-17 11:00:00,6001,ug.m-3
2022-08-17 11:00:00,1.18,2022-08-17 12:00:00,6001,ug.m-3
2022-08-17 12:00:00,1.0,2022-08-17 13:00:00,6001,ug.m-3
2022-08-17 13:00:00,1.0,2022-08-17 14:00:00,6001,ug.m-3
2022-08-17 14:00:00,1.0,2022-08-17 15:00:00,6001,ug.m-3
2022-08-17 15:00:00,1.0,2022-08-17 16:00:00,6001,ug.m-3
2022-08-17 16:00:00,1.0,2022-08-17 17:00:00,6001,ug.m-3
2022-08-17 17:00:00,1.0,2022-08-17 18:00:00,6001,ug.m-3
2022-08-17 18:00:00,2.46,2022-08-17 19:00:00,6001,ug.m-3
2022-08-17 19:00:00,5.81,2022-08-17 20:00:00,6001,ug.m-3
2022-08-17 20:00:00,8.2,2022-08-17 21:00:00,6001,ug.m-3
2022-08-17 21:00:00,10.1,2022-08-17 22:00:00,6001,ug.m-3
2022-08-17 22:00:00,11.36,2022-08-17 23:00:00,6001,ug.m-3
2022-08-17 23:00:00,11.02,2022-08-18 00:00:00,6001,ug.m-3
2022-08-18 00:00:00,11.88,2022-08-18 01:00:00,6001,ug.m-3
2022-08-18 01:00:00,9.41,2022-08-18 02:00:00,6001,ug.m-3
2022-08-18 02:00:00,7.75,2022-08-18 03:00:00,6001,ug.m-3
2022-08-18 03:00:00,6.28,2022-08-18 04:00:00,6001,ug.m-3
2022-08-18 04:00:00,5.58,2022-08-18 05:00:00,6001,ug.m-3
2022-08-18 05:00:00,5.66,2022-08-18 06:00:00,6001,ug.m-3
2022-08-18 06:00:00,4.42,2022-08-18 07:00:00,6001,ug.m-3
2022-08-18 07:00:00,3.23,2022-08-18 08:00:00,6001,ug.m-3
2022-08-18 08:00:00,5.39,2022-08-18 09:00:00,6001,ug.m-3
2022-08-18 09:00:00,5.06,2022-08-18 10:00:00,6001,ug.m-3
2022-08-18 10:00:00,3.64,2022-08-18 11:00:00,6001,ug.m-3
2022-08-18 11:00:00,3.7,2022-08-18 12:00:00,6001,ug.m-3
2022-08-18 12:00:00,3.45,2022-08-18 13:00:00,6001,ug.m-3
2022-08-18 13:00:00,4.18,2022-08-18 14:00:00,6001,ug.m-3
2022-08-18 14:00:00,5.14,2022-08-18 15:00:00,6001,ug.m-3
2022-08-18 15:00:00,5.66,2022-08-18 16:00:00,6001,ug.m-3
2022-08-18 16:00:00,4.81,2022-08-18 17:00:00,6001,ug.m-3
2022-08-18 17:00:00,4.75,2022-08-18 18:00:00,6001,ug.m-3
2022-08-18 18:00:00,5.48,2022-08-18 19:00:00,6001,ug.m-3
2022-08-18 19:00:00,5.62,2022-08-18 20:00:00,6001,ug.m-3
2022-08-18 20:00:00,5.74,2022-08-18 21:00:00,6001,ug.m-3
2022-08-18 21:00:00,6.28,2022-08-18 22:00:00,6001,ug.m-3
2022-08-18 22:00:00,5.08,2022-08-18 23:00:00,6001,ug.m-3
2022-08-18 23:00:00,5.91,2022-08-19 00:00:00,6001,ug.m-3
2022-08-19 00:00:00,6.7,2022-08-19 01:00:00,6001,ug.m-3
2022-08-19 01:00:00,6.87,2022-08-19 02:00:00,6001,ug.m-3
2022-08-19 02:00:00,4.68,2022-08-19 03:00:00,6001,ug.m-3
2022-08-19 03:00:00,3.06,2022-08-19 04:00:00,6001,ug.m-3
2022-08-19 04:00:00,4.64,2022-08-19 05:00:00,6001,ug.m-3
2022-08-19 05:00:00,5.14,2022-08-19 06:00:00,6001,ug.m-3
2022-08-19 06:00:00,3.61,2022-08-19 07:00:00,6001,ug.m-3
2022-08-19 07:00:00,4.07,2022-08-19 08:00:00,6001,ug.m-3
2022-08-19 08:00:00,6.09,2022-08-19 09:00:00,6001,ug.m-3
2022-08-19 09:00:00,4.88,2022-08-19 10:00:00,6001,ug.m-3
2022-08-19 10:00:00,1.96,2022-08-19 11:00:00,6001,ug.m-3
2022-08-19 11:00:00,1.05,2022-08-19 12:00:00,6001,ug.m-3
2022-08-19 12:00:00,1.0,2022-08-19 13:00:00,6001,ug.m-3
2022-08-19 13:00:00,1.0,2022-08-19 14:00:00,6001,ug.m-3
2022-08-19 14:00:00,1.0,2022-08-19 15:00:00,6001,ug.m-3
2022-08-19 15:00:00,1.0,2022-08-19 16:00:00,6001,ug.m-3
2022-08-19 16:00:00,1.0,2022-08-19 17:00:00,6001,ug.m-3
2022-08-19 17:00:00,1.0,2022-08-19 18:00:00,6001,ug.m-3
2022-08-19 18:00:00,1.03,2022-08-19 19:00:00,6001,ug.m-3
2022-08-19 19:00:00,1.5,2022-08-19 20:00:00,6001,ug.m-3
2022-08-19 20:00:00,3.71,2022-08-19 21:00:00,6001,ug.m-3
2022-08-19 21:00:00,6.84,2022-08-19 22:00:00,6001,ug.m-3
2022-08-19 22:00:00,10.55,2022-08-19 23:00:00,6001,ug.m-3
2022-08-19 23:00:00,11.86,2022-08-20 00:00:00,6001,ug.m-3
2022-08-20 00:00:00,15.65,2022-08-20 01:00:00,6001,ug.m-3
2022-08-20 01:00:00,13.44,2022-08-20 02:00:00,6001,ug.m-3
2022-08-20 02:00:00,11.47,2022-08-20 03:00:00,6001,ug.m-3
2022-08-20 03:00:00,8.52,2022-08-20 04:00:00,6001,ug.m-3
2022-08-20 04:00:00,8.23,2022-08-20 05:00:00,6001,ug.m-3
2022-08-20 05:00:00,7.2,2022-08-20 06:00:00,6001,ug.m-3
2022-08-20 06:00:00,9.81,2022-08-20 07:00:00,6001,ug.m-3
2022-08-20 07:00:00,10.52,2022-08-20 08:00:00,6001,ug.m-3
2022-08-20 08:00:00,8.68,2022-08-20 09:00:00,6001,ug.m-3
2022-08-20 09:00:00,6.92,2022-08-20 10:00:00,6001,ug.m-3
2022-08-20 10:00:00,4.1,2022-08-20 11:00:00,6001,ug.m-3
2022-08-20 11:00:00,1.38,2022-08-20 12:00:00,6001,ug.m-3
2022-08-20 12:00:00,1.0,2022-08-20 13:00:00,6001,ug.m-3
2022-08-20 13:00:00,1.0,2022-08-20 14:00:00,6001,ug.m-3
2022-08-20 14:00:00,1.0,2022-08-20 15:00:00,6001,ug.m-3
2022-08-20 15:00:00,1.0,2022-08-20 16:00:00,6001,ug.m-3
2022-08-20 16:00:00,1.0,2022-08-20 17:00:00,6001,ug.m-3
2022-08-20 17:00:00,1.0,2022-08-20 18:00:00,6001,ug.m-3
2022-08-20 18:00:00,1.0,2022-08-20 19:00:00,6001,ug.m-3
2022-08-20 19:00:00,1.0,2022-08-20 20:00:00,6001,ug.m-3
2022-08-20 20:00:00,3.0,2022-08-20 21:00:00,6001,ug.m-3
2022-08-20 21:00:00,7.85,2022-08-20 22:00:00,6001,ug.m-3
2022-08-20 22:00:00,11.7,2022-08-20 23:00:00,6001,ug.m-3
2022-08-20 23:00:00,11.72,2022-08-21 00:00:00,6001,ug.m-3
2022-08-21 00:00:00,11.41,2022-08-21 01:00:00,6001,ug.m-3
2022-08-21 01:00:00,10.71,2022-08-21 02:00:00,6001,ug.m-3
2022-08-21 02:00:00,10.44,2022-08-21 03:00:00,6001,ug.m-3
2022-08-21 03:00:00,10.17,2022-08-21 04:00:00,6001,ug.m-3
2022-08-21 04:00:00,9.02,2022-08-21 05:00:00,6001,ug.m-3
2022-08-21 05:00:00,9.18,2022-08-21 06:00:00,6001,ug.m-3
2022-08-21 06:00:00,8.72,2022-08-21 07:00:00,6001,ug.m-3
2022-08-21 07:00:00,8.01,2022-08-21 08:00:00,6001,ug.m-3
2022-08-21 08:00:00,6.58,2022-08-21 09:00:00,6001,ug.m-3
2022-08-21 09:00:00,5.09,2022-08-21 10:00:00,6001,ug.m-3
2022-08-21 10:00:00,3.67,2022-08-21 11:00:00,6001,ug.m-3
2022-08-21 11:00:00,1.34,2022-08-21 12:00:00,6001,ug.m-3
2022-08-21 12:00:00,1.0,2022-08-21 13:00:00,6001,ug.m-3
2022-08-21 13:00:00,1.0,2022-08-21 14:00:00,6001,ug.m-3
2022-08-21 14:00:00,1.0,2022-08-21 15:00:00,6001,ug.m-3
2022-08-21 15:00:00,1.0,2022-08-21 16:00:00,6001,ug.m-3
2022-08-21 16:00:00,1.0,2022-08-21 17:00:00,6001,ug.m-3
2022-08-21 17:00:00,1.0,2022-08-21 18:00:00,6001,ug.m-3
2022-08-21 18:00:00,1.0,2022-08-21 19:00:00,6001,ug.m-3
2022-08-21 19:00:00,1.84,2022-08-21 20:00:00,6001,ug.m-3
2022-08-21 20:00:00,3.27,2022-08-21 21:00:00,6001,ug.m-3
2022-08-21 21:00:00,4.75,2022-08-21 22:00:00,6001,ug.m-3
2022-08-21 22:00:00,6.29,2022-08-21 23:00:00,6001,ug.m-3
2022-08-21 23:00:00,7.51,2022-08-22 00:00:00,6001,ug.m-3
2022-08-22 00:00:00,6.04,2022-08-22 01:00:00,6001,ug.m-3
2022-08-22 01:00:00,6.11,2022-08-22 02:00:00,6001,ug.m-3
2022-08-22 02:00:00,5.37,2022-08-22 03:00:00,6001,ug.m-3
2022-08-22 03:00:00,5.06,2022-08-22 04:00:00,6001,ug.m-3
2022-08-22 04:00:00,4.78,2022-08-22 05:00:00,6001,ug.m-3
2022-08-22 05:00:00,5.83,2022-08-22 06:00:00,6001,ug.m-3
2022-08-22 06:00:00,5.04,2022-08-22 07:00:00,6001,ug.m-3
2022-08-22 07:00:00,4.38,2022-08-22 08:00:00,6001,ug.m-3
2022-08-22 08:00:00,3.64,2022-08-22 09:00:00,6001,ug.m-3
2022-08-22 09:00:00,2.86,2022-08-22 10:00:00,6001,ug.m-3
2022-08-22 10:00:00,2.29,2022-08-22 11:00:00,6001,ug.m-3
2022-08-22 11:00:00,1.19,2022-08-22 12:00:00,6001,ug.m-3
2022-08-22 12:00:00,1.0,2022-08-22 13:00:00,6001,ug.m-3
2022-08-22 13:00:00,1.0,2022-08-22 14:00:00,6001,ug.m-3
2022-08-22 14:00:00,1.0,2022-08-22 15:00:00,6001,ug.m-3
2022-08-22 15:00:00,1.0,2022-08-22 16:00:00,6001,ug.m-3
2022-08-22 16:00:00,1.0,2022-08-22 17:00:00,6001,ug.m-3
2022-08-22 17:00:00,1.09,2022-08-22 18:00:00,6001,ug.m-3
2022-08-22 18:00:00,2.21,2022-08-22 19:00:00,6001,ug.m-3
2022-08-22 19:00:00,1.94,2022-08-22 20:00:00,6001,ug.m-3
2022-08-22 20:00:00,3.79,2022-08-22 21:00:00,6001,ug.m-3
2022-08-22 21:00:00,5.92,2022-08-22 22:00:00,6001,ug.m-3
2022-08-22 22:00:00,5.91,2022-08-22 23:00:00,6001,ug.m-3
2022-08-22 23:00:00,4.8,2022-08-23 00:00:00,6001,ug.m-3
2022-08-23 00:00:00,4.49,2022-08-23 01:00:00,6001,ug.m-3
2022-08-23 01:00:00,3.94,2022-08-23 02:00:00,6001,ug.m-3
2022-08-23 02:00:00,4.77,2022-08-23 03:00:00,6001,ug.m-3
2022-08-23 03:00:00,3.89,2022-08-23 04:00:00,6001,ug.m-3
2022-08-23 04:00:00,3.02,2022-08-23 05:00:00,6001,ug.m-3
2022-08-23 05:00:00,4.02,2022-08-23 06:00:00,6001,ug.m-3
2022-08-23 06:00:00,4.44,2022-08-23 07:00:00,6001,ug.m-3
2022-08-23 07:00:00,3.29,2022-08-23 08:00:00,6001,ug.m-3
2022-08-23 08:00:00,3.88,2022-08-23 09:00:00,6001,ug.m-3
2022-08-23 09:00:00,2.94,2022-08-23 10:00:00,6001,ug.m-3
2022-08-23 10:00:00,1.01,2022-08-23 11:00:00,6001,ug.m-3
2022-08-23 11:00:00,1.0,2022-08-23 12:00:00,6001,ug.m-3
2022-08-23 12:00:00,1.0,2022-08-23 13:00:00,6001,ug.m-3
2022-08-23 13:00:00,1.0,2022-08-23 14:00:00,6001,ug.m-3
2022-08-23 14:00:00,1.0,2022-08-23 15:00:00,6001,ug.m-3
2022-08-23 15:00:00,1.0,2022-08-23 16:00:00,6001,ug.m-3
2022-08-23 16:00:00,1.0,2022-08-23 17:00:00,6001,ug.m-3
2022-08-23 17:00:00,1.65,2022-08-23 18:00:00,6001,ug.m-3
2022-08-23 18:00:00,2.45,2022-08-23 19:00:00,6001,ug.m-3
2022-08-23 19:00:00,3.5,2022-08-23 20:00:00,6001,ug.m-3
2022-08-23 20:00:00,6.93,2022-08-23 21:00:00,6001,ug.m-3
2022-08-23 21:00:00,9.48,2022-08-23 22:00:00,6001,ug.m-3
2022-08-23 22:00:00,10.02,2022-08-23 23:00:00,6001,ug.m-3
2022-08-23 23:00:00,14.55,2022-08-24 00:00:00,6001,ug.m-3
2022-08-24 00:00:00,16.09,2022-08-24 01:00:00,6001,ug.m-3
2022-08-24 01:00:00,17.58,2022-08-24 02:00:00,6001,ug.m-3
2022-08-24 02:00:00,16.24,2022-08-24 03:00:00,6001,ug.m-3
2022-08-24 03:00:00,15.59,2022-08-24 04:00:00,6001,ug.m-3
2022-08-24 04:00:00,13.52,2022-08-24 05:00:00,6001,ug.m-3
2022-08-24 05:00:00,12.59,2022-08-24 06:00:00,6001,ug.m-3
2022-08-24 06:00:00,13.96,2022-08-24 07:00:00,6001,ug.m-3
2022-08-24 07:00:00,14.79,2022-08-24 08:00:00,6001,ug.m-3
2022-08-24 08:00:00,14.25,2022-08-24 09:00:00,6001,ug.m-3
2022-08-24 09:00:00,12.03,2022-08-24 10:00:00,6001,ug.m-3
2022-08-24 10:00:00,7.63,2022-08-24 11:00:00,6001,ug.m-3
2022-08-24 11:00:00,4.3,2022-08-24 12:00:00,6001,ug.m-3
2022-08-24 12:00:00,4.71,2022-08-24 13:00:00,6001,ug.m-3
2022-08-24 13:00:00,4.32,2022-08-24 14:00:00,6001,ug.m-3
2022-08-24 14:00:00,3.96,2022-08-24 15:00:00,6001,ug.m-3
2022-08-24 15:00:00,3.9,2022-08-24 16:00:00,6001,ug.m-3
2022-08-24 16:00:00,5.28,2022-08-24 17:00:00,6001,ug.m-3
2022-08-24 17:00:00,6.91,2022-08-24 18:00:00,6001,ug.m-3
2022-08-24 18:00:00,7.95,2022-08-24 19:00:00,6001,ug.m-3
2022-08-24 19:00:00,16.02,2022-08-24 20:00:00,6001,ug.m-3
2022-08-24 20:00:00,25.51,2022-08-24 21:00:00,6001,ug.m-3
2022-08-24 21:00:00,26.35,2022-08-24 22:00:00,6001,ug.m-3
2022-08-24 22:00:00,17.31,2022-08-24 23:00:00,6001,ug.m-3
2022-08-24 23:00:00,11.68,2022-08-25 00:00:00,6001,ug.m-3
2022-08-25 00:00:00,6.63,2022-08-25 01:00:00,6001,ug.m-3
2022-08-25 01:00:00,6.02,2022-08-25 02:00:00,6001,ug.m-3
2022-08-25 02:00:00,6.34,2022-08-25 03:00:00,6001,ug.m-3
2022-08-25 03:00:00,6.88,2022-08-25 04:00:00,6001,ug.m-3
2022-08-25 04:00:00,6.43,2022-08-25 05:00:00,6001,ug.m-3
2022-08-25 05:00:00,7.73,2022-08-25 06:00:00,6001,ug.m-3
2022-08-25 06:00:00,7.57,2022-08-25 07:00:00,6001,ug.m-3
2022-08-25 07:00:00,8.37,2022-08-25 08:00:00,6001,ug.m-3
2022-08-25 08:00:00,11.05,2022-08-25 09:00:00,6001,ug.m-3
2022-08-25 09:00:00,10.7,2022-08-25 10:00:00,6001,ug.m-3
2022-08-25 10:00:00,8.44,2022-08-25 11:00:00,6001,ug.m-3
2022-08-25 11:00:00,5.65,2022-08-25 12:00:00,6001,ug.m-3
2022-08-25 12:00:00,4.77,2022-08-25 13:00:00,6001,ug.m-3
2022-08-25 13:00:00,49.71,2022-08-25 14:00:00,6001,ug.m-3
2022-08-25 14:00:00,59.45,2022-08-25 15:00:00,6001,ug.m-3
2022-08-25 15:00:00,35.52,2022-08-25 16:00:00,6001,ug.m-3
2022-08-25 16:00:00,20.46,2022-08-25 17:00:00,6001,ug.m-3
2022-08-25 17:00:00,12.93,2022-08-25 18:00:00,6001,ug.m-3
2022-08-25 18:00:00,10.18,2022-08-25 19:00:00,6001,ug.m-3
2022-08-25 19:00:00,11.25,2022-08-25 20:00:00,6001,ug.m-3
2022-08-25 20:00:00,11.68,2022-08-25 21:00:00,6001,ug.m-3
2022-08-25 21:00:00,12.2,2022-08-25 22:00:00,6001,ug.m-3
2022-08-25 22:00:00,11.68,2022-08-25 23:00:00,6001,ug.m-3
2022-08-25 23:00:00,9.67,2022-08-26 00:00:00,6001,ug.m-3
2022-08-26 00:00:00,6.56,2022-08-26 01:00:00,6001,ug.m-3
2022-08-26 01:00:00,6.75,2022-08-26 02:00:00,6001,ug.m-3
2022-08-26 02:00:00,6.37,2022-08-26 03:00:00,6001,ug.m-3
2022-08-26 03:00:00,5.42,2022-08-26 04:00:00,6001,ug.m-3
2022-08-26 04:00:00,4.37,2022-08-26 05:00:00,6001,ug.m-3
2022-08-26 05:00:00,5.64,2022-08-26 06:00:00,6001,ug.m-3
2022-08-26 06:00:00,4.78,2022-08-26 07:00:00,6001,ug.m-3
2022-08-26 07:00:00,4.29,2022-08-26 08:00:00,6001,ug.m-3
2022-08-26 08:00:00,5.98,2022-08-26 09:00:00,6001,ug.m-3
2022-08-26 09:00:00,12.69,2022-08-26 10:00:00,6001,ug.m-3
2022-08-26 10:00:00,11.53,2022-08-26 11:00:00,6001,ug.m-3
2022-08-26 11:00:00,6.65,2022-08-26 12:00:00,6001,ug.m-3
2022-08-26 12:00:00,2.53,2022-08-26 13:00:00,6001,ug.m-3
2022-08-26 13:00:00,1.3,2022-08-26 14:00:00,6001,ug.m-3
2022-08-26 14:00:00,1.0,2022-08-26 15:00:00,6001,ug.m-3
2022-08-26 15:00:00,1.0,2022-08-26 16:00:00,6001,ug.m-3
2022-08-26 16:00:00,1.0,2022-08-26 17:00:00,6001,ug.m-3
2022-08-26 17:00:00,1.0,2022-08-26 18:00:00,6001,ug.m-3
2022-08-26 18:00:00,1.12,2022-08-26 19:00:00,6001,ug.m-3
2022-08-26 19:00:00,2.23,2022-08-26 20:00:00,6001,ug.m-3
2022-08-26 20:00:00,2.79,2022-08-26 21:00:00,6001,ug.m-3
2022-08-26 21:00:00,5.7,2022-08-26 22:00:00,6001,ug.m-3
2022-08-26 22:00:00,8.66,2022-08-26 23:00:00,6001,ug.m-3
2022-08-26 23:00:00,9.96,2022-08-27 00:00:00,6001,ug.m-3
2022-08-27 00:00:00,5.19,2022-08-27 01:00:00,6001,ug.m-3
2022-08-27 01:00:00,3.21,2022-08-27 02:00:00,6001,ug.m-3
2022-08-27 02:00:00,3.12,2022-08-27 03:00:00,6001,ug.m-3
2022-08-27 03:00:00,1.44,2022-08-27 04:00:00,6001,ug.m-3
2022-08-27 04:00:00,1.89,2022-08-27 05:00:00,6001,ug.m-3
2022-08-27 05:00:00,2.33,2022-08-27 06:00:00,6001,ug.m-3
2022-08-27 06:00:00,2.38,2022-08-27 07:00:00,6001,ug.m-3
2022-08-27 07:00:00,2.59,2022-08-27 08:00:00,6001,ug.m-3
2022-08-27 08:00:00,3.49,2022-08-27 09:00:00,6001,ug.m-3
2022-08-27 09:00:00,4.34,2022-08-27 10:00:00,6001,ug.m-3
2022-08-27 10:00:00,2.54,2022-08-27 11:00:00,6001,ug.m-3
2022-08-27 11:00:00,1.1,2022-08-27 12:00:00,6001,ug.m-3
2022-08-27 12:00:00,2.21,2022-08-27 13:00:00,6001,ug.m-3
2022-08-27 13:00:00,3.19,2022-08-27 14:00:00,6001,ug.m-3
2022-08-27 14:00:00,2.07,2022-08-27 15:00:00,6001,ug.m-3
2022-08-27 15:00:00,1.66,2022-08-27 16:00:00,6001,ug.m-3
2022-08-27 16:00:00,1.11,2022-08-27 17:00:00,6001,ug.m-3
2022-08-27 17:00:00,1.53,2022-08-27 18:00:00,6001,ug.m-3
2022-08-27 18:00:00,1.42,2022-08-27 19:00:00,6001,ug.m-3
2022-08-27 19:00:00,1.53,2022-08-27 20:00:00,6001,ug.m-3
2022-08-27 20:00:00,4.55,2022-08-27 21:00:00,6001,ug.m-3
2022-08-27 21:00:00,7.14,2022-08-27 22:00:00,6001,ug.m-3
2022-08-27 22:00:00,9.78,2022-08-27 23:00:00,6001,ug.m-3
2022-08-27 23:00:00,13.92,2022-08-28 00:00:00,6001,ug.m-3
2022-08-28 00:00:00,18.73,2022-08-28 01:00:00,6001,ug.m-3
2022-08-28 01:00:00,16.31,2022-08-28 02:00:00,6001,ug.m-3
2022-08-28 02:00:00,10.97,2022-08-28 03:00:00,6001,ug.m-3
2022-08-28 03:00:00,7.66,2022-08-28 04:00:00,6001,ug.m-3
2022-08-28 04:00:00,8.27,2022-08-28 05:00:00,6001,ug.m-3
2022-08-28 05:00:00,8.47,2022-08-28 06:00:00,6001,ug.m-3
2022-08-28 06:00:00,9.07,2022-08-28 07:00:00,6001,ug.m-3
2022-08-28 07:00:00,8.01,2022-08-28 08:00:00,6001,ug.m-3
2022-08-28 08:00:00,6.82,2022-08-28 09:00:00,6001,ug.m-3
2022-08-28 09:00:00,6.69,2022-08-28 10:00:00,6001,ug.m-3
2022-08-28 10:00:00,6.74,2022-08-28 11:00:00,6001,ug.m-3
2022-08-28 11:00:00,4.72,2022-08-28 12:00:00,6001,ug.m-3
2022-08-28 12:00:00,3.23,2022-08-28 13:00:00,6001,ug.m-3
2022-08-28 13:00:00,2.99,2022-08-28 14:00:00,6001,ug.m-3
2022-08-28 14:00:00,1.64,2022-08-28 15:00:00,6001,ug.m-3
2022-08-28 15:00:00,1.19,2022-08-28 16:00:00,6001,ug.m-3
2022-08-28 16:00:00,1.1,2022-08-28 17:00:00,6001,ug.m-3
2022-08-28 17:00:00,1.63,2022-08-28 18:00:00,6001,ug.m-3
2022-08-28 18:00:00,2.13,2022-08-28 19:00:00,6001,ug.m-3
2022-08-28 19:00:00,3.29,2022-08-28 20:00:00,6001,ug.m-3
2022-08-28 20:00:00,5.48,2022-08-28 21:00:00,6001,ug.m-3
2022-08-28 21:00:00,8.21,2022-08-28 22:00:00,6001,ug.m-3
2022-08-28 22:00:00,9.65,2022-08-28 23:00:00,6001,ug.m-3
2022-08-28 23:00:00,10.51,2022-08-29 00:00:00,6001,ug.m-3
2022-08-29 00:00:00,9.02,2022-08-29 01:00:00,6001,ug.m-3
2022-08-29 01:00:00,8.31,2022-08-29 02:00:00,6001,ug.m-3
2022-08-29 02:00:00,9.64,2022-08-29 03:00:00,6001,ug.m-3
2022-08-29 03:00:00,7.8,2022-08-29 04:00:00,6001,ug.m-3
2022-08-29 04:00:00,5.19,2022-08-29 05:00:00,6001,ug.m-3
2022-08-29 05:00:00,6.17,2022-08-29 06:00:00,6001,ug.m-3
2022-08-29 06:00:00,6.65,2022-08-29 07:00:00,6001,ug.m-3
2022-08-29 07:00:00,5.7,2022-08-29 08:00:00,6001,ug.m-3
2022-08-29 08:00:00,5.61,2022-08-29 09:00:00,6001,ug.m-3
2022-08-29 09:00:00,7.33,2022-08-29 10:00:00,6001,ug.m-3
2022-08-29 10:00:00,8.68,2022-08-29 11:00:00,6001,ug.m-3
2022-08-29 11:00:00,9.79,2022-08-29 12:00:00,6001,ug.m-3
2022-08-29 12:00:00,7.51,2022-08-29 13:00:00,6001,ug.m-3
2022-08-29 13:00:00,5.66,2022-08-29 14:00:00,6001,ug.m-3
2022-08-29 14:00:00,1.39,2022-08-29 15:00:00,6001,ug.m-3
2022-08-29 15:00:00,1.64,2022-08-29 16:00:00,6001,ug.m-3
2022-08-29 16:00:00,6.55,2022-08-29 17:00:00,6001,ug.m-3
2022-08-29 17:00:00,21.74,2022-08-29 18:00:00,6001,ug.m-3
2022-08-29 18:00:00,43.57,2022-08-29 19:00:00,6001,ug.m-3
2022-08-29 19:00:00,33.86,2022-08-29 20:00:00,6001,ug.m-3
2022-08-29 20:00:00,21.08,2022-08-29 21:00:00,6001,ug.m-3
2022-08-29 21:00:00,14.29,2022-08-29 22:00:00,6001,ug.m-3
2022-08-29 22:00:00,9.82,2022-08-29 23:00:00,6001,ug.m-3
2022-08-29 23:00:00,8.48,2022-08-30 00:00:00,6001,ug.m-3
2022-08-30 00:00:00,6.25,2022-08-30 01:00:00,6001,ug.m-3
2022-08-30 01:00:00,5.51,2022-08-30 02:00:00,6001,ug.m-3
2022-08-30 02:00:00,6.36,2022-08-30 03:00:00,6001,ug.m-3
2022-08-30 03:00:00,6.03,2022-08-30 04:00:00,6001,ug.m-3
2022-08-30 04:00:00,7.76,2022-08-30 05:00:00,6001,ug.m-3
2022-08-30 05:00:00,7.65,2022-08-30 06:00:00,6001,ug.m-3
2022-08-30 06:00:00,7.97,2022-08-30 07:00:00,6001,ug.m-3
2022-08-30 07:00:00,10.45,2022-08-30 08:00:00,6001,ug.m-3
2022-08-30 08:00:00,12.04,2022-08-30 09:00:00,6001,ug.m-3
2022-08-30 09:00:00,11.97,2022-08-30 10:00:00,6001,ug.m-3
2022-08-30 10:00:00,13.12,2022-08-30 11:00:00,6001,ug.m-3
2022-08-30 11:00:00,12.79,2022-08-30 12:00:00,6001,ug.m-3
2022-08-30 12:00:00,12.45,2022-08-30 13:00:00,6001,ug.m-3
2022-08-30 13:00:00,11.62,2022-08-30 14:00:00,6001,ug.m-3
2022-08-30 14:00:00,10.2,2022-08-30 15:00:00,6001,ug.m-3
2022-08-30 15:00:00,7.63,2022-08-30 16:00:00,6001,ug.m-3
2022-08-30 16:00:00,7.76,2022-08-30 17:00:00,6001,ug.m-3
2022-08-30 17:00:00,7.24,2022-08-30 18:00:00,6001,ug.m-3
2022-08-30 18:00:00,7.16,2022-08-30 19:00:00,6001,ug.m-3
2022-08-30 19:00:00,7.94,2022-08-30 20:00:00,6001,ug.m-3
2022-08-30 20:00:00,9.78,2022-08-30 21:00:00,6001,ug.m-3
2022-08-30 21:00:00,13.17,2022-08-30 22:00:00,6001,ug.m-3
2022-08-30 22:00:00,14.95,2022-08-30 23:00:00,6001,ug.m-3
2022-08-30 23:00:00,14.11,2022-08-31 00:00:00,6001,ug.m-3
2022-08-31 00:00:00,11.17,2022-08-31 01:00:00,6001,ug.m-3
2022-08-31 01:00:00,12.11,2022-08-31 02:00:00,6001,ug.m-3
2022-08-31 02:00:00,13.76,2022-08-31 03:00:00,6001,ug.m-3
2022-08-31 03:00:00,12.45,2022-08-31 04:00:00,6001,ug.m-3
2022-08-31 04:00:00,10.45,2022-08-31 05:00:00,6001,ug.m-3
2022-08-31 05:00:00,8.93,2022-08-31 06:00:00,6001,ug.m-3
2022-08-31 06:00:00,9.27,2022-08-31 07:00:00,6001,ug.m-3
2022-08-31 07:00:00,8.44,2022-08-31 08:00:00,6001,ug.m-3
2022-08-31 08:00:00,8.17,2022-08-31 09:00:00,6001,ug.m-3
