Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD09A1_061_Line_Y_500m,MOD09A1_061_Sample_X_500m,MOD09A1_061_sur_refl_b02,MOD09A1_061_sur_refl_b06,MOD09A1_061_sur_refl_qc_500m,MOD09A1_061_sur_refl_qc_500m_bitmask,MOD09A1_061_sur_refl_qc_500m_MODLAND,MOD09A1_061_sur_refl_qc_500m_MODLAND_Description,MOD09A1_061_sur_refl_qc_500m_band_1_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_1_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_2_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_2_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_3_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_3_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_4_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_4_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_5_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_5_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_6_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_6_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_band_7_data_quality_four_bit_range,MOD09A1_061_sur_refl_qc_500m_band_7_data_quality_four_bit_range_Description,MOD09A1_061_sur_refl_qc_500m_atmospheric_correction_performed,MOD09A1_061_sur_refl_qc_500m_atmospheric_correction_performed_Description,MOD09A1_061_sur_refl_qc_500m_adjacency_correction_performed,MOD09A1_061_sur_refl_qc_500m_adjacency_correction_performed_Description
TFM,AlicanteAlacant,38.34528,-0.48306,2018-01-09,h17v05,397.0,2309.0,0.1852,0.2036,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-01-17,h17v05,397.0,2309.0,0.0933,0.099,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-01-25,h17v05,397.0,2309.0,0.1262,0.1305,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-02-02,h17v05,397.0,2309.0,0.1539,0.1764,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-02-10,h17v05,397.0,2309.0,0.1873,0.2214,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-02-18,h17v05,397.0,2309.0,0.1766,0.2061,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-02-26,h17v05,397.0,2309.0,0.2387,0.2558,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-03-06,h17v05,397.0,2309.0,0.1548,0.1676,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-03-14,h17v05,397.0,2309.0,0.1962,0.2111,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-03-22,h17v05,397.0,2309.0,0.1933,0.2224,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-03-30,h17v05,397.0,2309.0,0.1471,0.1737,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-04-07,h17v05,397.0,2309.0,0.1246,0.1372,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-04-15,h17v05,397.0,2309.0,0.1823,0.2036,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-04-23,h17v05,397.0,2309.0,0.2596,0.2957,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-05-01,h17v05,397.0,2309.0,0.1318,0.1382,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-05-09,h17v05,397.0,2309.0,0.1509,0.1705,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-05-17,h17v05,397.0,2309.0,0.249,0.2919,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-05-25,h17v05,397.0,2309.0,0.1036,0.13,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-06-02,h17v05,397.0,2309.0,0.2332,0.2724,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-06-10,h17v05,397.0,2309.0,0.1539,0.1786,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-06-18,h17v05,397.0,2309.0,0.1902,0.2195,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-06-26,h17v05,397.0,2309.0,0.2306,0.2542,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-07-04,h17v05,397.0,2309.0,0.1394,0.146,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-07-12,h17v05,397.0,2309.0,0.1468,0.1701,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-07-20,h17v05,397.0,2309.0,0.0765,0.0902,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-07-28,h17v05,397.0,2309.0,0.2104,0.2483,1075838976.0,0b01000000001000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1000,dead detector; data interpolated in L1B,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-08-05,h17v05,397.0,2309.0,0.1583,0.1802,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-08-13,h17v05,397.0,2309.0,0.0652,0.0838,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-08-21,h17v05,397.0,2309.0,0.1465,0.1637,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-08-29,h17v05,397.0,2309.0,0.2538,0.2903,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-09-06,h17v05,397.0,2309.0,0.2238,0.254,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-09-14,h17v05,397.0,2309.0,0.2421,0.2815,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-09-22,h17v05,397.0,2309.0,0.1475,0.1652,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-09-30,h17v05,397.0,2309.0,0.1269,0.1576,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-10-08,h17v05,397.0,2309.0,0.1828,0.208,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-10-16,h17v05,397.0,2309.0,0.2219,0.2581,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-10-24,h17v05,397.0,2309.0,0.1798,0.1848,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-11-01,h17v05,397.0,2309.0,0.1964,0.1959,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-11-09,h17v05,397.0,2309.0,0.2663,0.2642,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-11-17,h17v05,397.0,2309.0,0.1849,0.1788,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-11-25,h17v05,397.0,2309.0,0.1233,0.1271,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-12-03,h17v05,397.0,2309.0,0.1014,0.1033,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-12-11,h17v05,397.0,2309.0,0.1541,0.1649,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-12-19,h17v05,397.0,2309.0,0.1556,0.1766,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2018-12-27,h17v05,397.0,2309.0,0.1513,0.1551,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-01-01,h17v05,397.0,2309.0,0.1222,0.1253,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-01-09,h17v05,397.0,2309.0,0.2267,0.2585,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-01-17,h17v05,397.0,2309.0,0.2759,0.3168,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-01-25,h17v05,397.0,2309.0,0.2219,0.2431,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-02-02,h17v05,397.0,2309.0,0.2582,0.2455,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-02-10,h17v05,397.0,2309.0,0.165,0.1892,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-02-18,h17v05,397.0,2309.0,0.2763,0.316,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-02-26,h17v05,397.0,2309.0,0.223,0.2635,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-03-06,h17v05,397.0,2309.0,0.1757,0.2097,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-03-14,h17v05,397.0,2309.0,0.1138,0.1324,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-03-22,h17v05,397.0,2309.0,0.1454,0.1544,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-03-30,h17v05,397.0,2309.0,0.1665,0.1898,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-04-07,h17v05,397.0,2309.0,0.1487,0.1739,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-04-15,h17v05,397.0,2309.0,0.1857,0.214,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-04-23,h17v05,397.0,2309.0,0.1809,0.2231,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-05-01,h17v05,397.0,2309.0,0.2287,0.2753,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-05-09,h17v05,397.0,2309.0,0.2605,0.2983,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-05-17,h17v05,397.0,2309.0,0.2167,0.2187,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-05-25,h17v05,397.0,2309.0,0.1611,0.1891,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-06-02,h17v05,397.0,2309.0,0.1588,0.1669,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-06-10,h17v05,397.0,2309.0,0.2394,0.2665,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-06-18,h17v05,397.0,2309.0,0.1127,0.134,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-06-26,h17v05,397.0,2309.0,0.231,0.2403,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-07-04,h17v05,397.0,2309.0,0.2816,0.3258,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-07-12,h17v05,397.0,2309.0,0.1877,0.2186,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
TFM,AlicanteAlacant,38.34528,-0.48306,2019-07-20,h17v05,397.0,2309.0,0.2139,0.2341,1073741824.0,0b01000000000000000000000000000000,0b00,Corrected product produced at ideal quality -- all bands,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b0000,highest quality,0b1,yes,0b0,no
