Ciudad,Fecha,NDVI
AlicanteAlacant,2016-08-28,1.3500000000000001e-05
AlicanteAlacant,2016-09-13,1.331e-05
AlicanteAlacant,2016-09-29,1.394e-05
AlicanteAlacant,2016-10-15,1.272e-05
AlicanteAlacant,2016-10-31,1.1500000000000002e-05
AlicanteAlacant,2016-11-16,1.268e-05
AlicanteAlacant,2016-12-02,1.4245e-05
AlicanteAlacant,2016-12-18,1.581e-05
AlicanteAlacant,2017-01-01,1.6850000000000003e-05
AlicanteAlacant,2017-01-17,1.5200000000000004e-05
AlicanteAlacant,2017-02-02,1.3550000000000002e-05
AlicanteAlacant,2017-02-18,1.58e-05
AlicanteAlacant,2017-03-06,1.8310000000000003e-05
AlicanteAlacant,2017-03-22,1.339e-05
AlicanteAlacant,2017-04-07,1.737e-05
AlicanteAlacant,2017-04-23,1.485e-05
AlicanteAlacant,2017-05-09,1.3120000000000001e-05
AlicanteAlacant,2017-05-25,1.6380000000000002e-05
AlicanteAlacant,2017-06-10,1.1940000000000001e-05
AlicanteAlacant,2017-06-26,1.1910000000000001e-05
AlicanteAlacant,2017-07-12,1.1880000000000001e-05
AlicanteAlacant,2017-07-28,1.1675000000000001e-05
AlicanteAlacant,2017-08-13,1.147e-05
AlicanteAlacant,2017-08-29,1.427e-05
AlicanteAlacant,2017-09-14,1.369e-05
AlicanteAlacant,2017-09-30,1.3280000000000002e-05
AlicanteAlacant,2017-10-16,1.244e-05
AlicanteAlacant,2017-11-01,1.3039999999999999e-05
AlicanteAlacant,2017-11-17,1.3930000000000002e-05
AlicanteAlacant,2017-12-03,1.739e-05
AlicanteAlacant,2017-12-19,1.427e-05
AlicanteAlacant,2018-01-01,1.6910000000000002e-05
AlicanteAlacant,2018-01-17,1.5890000000000002e-05
AlicanteAlacant,2018-02-02,1.308e-05
AlicanteAlacant,2018-02-18,1.273e-05
AlicanteAlacant,2018-03-06,1.523e-05
AlicanteAlacant,2018-03-22,1.309e-05
AlicanteAlacant,2018-04-07,1.539e-05
AlicanteAlacant,2018-04-23,1.041e-05
AlicanteAlacant,2018-05-09,1.485e-05
AlicanteAlacant,2018-05-25,1.314e-05
AlicanteAlacant,2018-06-10,1.389e-05
AlicanteAlacant,2018-06-26,1.4660000000000002e-05
AlicanteAlacant,2018-07-12,1.561e-05
AlicanteAlacant,2018-07-28,1.4979999999999999e-05
AlicanteAlacant,2018-08-13,1.387e-05
AlicanteAlacant,2018-08-29,1.527e-05
AlicanteAlacant,2018-09-14,1.575e-05
AlicanteAlacant,2018-09-30,1.578e-05
AlicanteAlacant,2018-10-16,1.3860000000000001e-05
AlicanteAlacant,2018-11-01,1.4613333333333335e-05
AlicanteAlacant,2018-11-17,1.536666666666667e-05
AlicanteAlacant,2018-12-03,1.612e-05
AlicanteAlacant,2018-12-19,1.5620000000000003e-05
AlicanteAlacant,2019-01-01,1.3170000000000001e-05
AlicanteAlacant,2019-01-17,1.4060000000000001e-05
AlicanteAlacant,2019-02-02,1.3100000000000002e-05
AlicanteAlacant,2019-02-18,1.3165e-05
AlicanteAlacant,2019-03-06,1.323e-05
AlicanteAlacant,2019-03-22,1.356e-05
AlicanteAlacant,2019-04-07,1.575e-05
AlicanteAlacant,2019-04-23,1.3350000000000001e-05
AlicanteAlacant,2019-05-09,1.225e-05
AlicanteAlacant,2019-05-25,1.356e-05
AlicanteAlacant,2019-06-10,1.316e-05
AlicanteAlacant,2019-06-26,1.4630000000000002e-05
AlicanteAlacant,2019-07-12,1.44e-05
AlicanteAlacant,2019-07-28,1.3220000000000002e-05
AlicanteAlacant,2019-08-13,1.3480000000000001e-05
AlicanteAlacant,2019-08-29,1.3780000000000002e-05
AlicanteAlacant,2019-09-14,1.706e-05
AlicanteAlacant,2019-09-30,1.6380000000000002e-05
AlicanteAlacant,2019-10-16,1.5210000000000002e-05
AlicanteAlacant,2019-11-01,1.584e-05
AlicanteAlacant,2019-11-17,1.689e-05
AlicanteAlacant,2019-12-03,1.73e-05
AlicanteAlacant,2019-12-19,1.639e-05
AlicanteAlacant,2020-01-01,1.7160000000000002e-05
AlicanteAlacant,2020-01-17,1.6363333333333333e-05
AlicanteAlacant,2020-02-02,1.5566666666666668e-05
AlicanteAlacant,2020-02-18,1.4770000000000001e-05
AlicanteAlacant,2020-03-05,1.866e-05
AlicanteAlacant,2020-03-21,1.542e-05
AlicanteAlacant,2020-04-06,1.5143333333333335e-05
AlicanteAlacant,2020-04-22,1.4866666666666668e-05
AlicanteAlacant,2020-05-08,1.4590000000000001e-05
AlicanteAlacant,2020-05-24,1.5210000000000002e-05
AlicanteAlacant,2020-06-09,1.5070000000000001e-05
AlicanteAlacant,2020-06-25,1.3950000000000002e-05
AlicanteAlacant,2020-07-11,1.59e-05
AlicanteAlacant,2020-07-27,1.595e-05
AlicanteAlacant,2020-08-12,1.7063333333333333e-05
AlicanteAlacant,2020-08-28,1.8176666666666668e-05
AlicanteAlacant,2020-09-13,1.929e-05
AlicanteAlacant,2020-09-29,1.531e-05
AlicanteAlacant,2020-10-15,1.7860000000000002e-05
AlicanteAlacant,2020-10-31,1.588e-05
AlicanteAlacant,2020-11-16,1.356e-05
AlicanteAlacant,2020-12-02,1.124e-05
AlicanteAlacant,2020-12-18,1.098e-05
AlicanteAlacant,2021-01-01,1.485e-05
AlicanteAlacant,2021-01-17,1.529e-05
AlicanteAlacant,2021-02-02,1.5470000000000003e-05
AlicanteAlacant,2021-02-18,1.248e-05
AlicanteAlacant,2021-03-06,1.539e-05
AlicanteAlacant,2021-03-22,1.48e-05
AlicanteAlacant,2021-04-07,1.5090000000000001e-05
AlicanteAlacant,2021-04-23,1.4913333333333335e-05
AlicanteAlacant,2021-05-09,1.4736666666666667e-05
AlicanteAlacant,2021-05-25,1.4560000000000001e-05
AlicanteAlacant,2021-06-10,1.48e-05
AlicanteAlacant,2021-06-26,1.5040000000000002e-05
AlicanteAlacant,2021-07-12,1.5010000000000002e-05
AlicanteAlacant,2021-07-28,1.399e-05
AlicanteAlacant,2021-08-13,1.69e-05
AlicanteAlacant,2021-08-29,1.44e-05
AlicanteAlacant,2021-09-14,1.79e-05
AlicanteAlacant,2021-09-30,1.503e-05
AlicanteAlacant,2021-10-16,1.5640000000000003e-05
AlicanteAlacant,2021-11-01,1.704e-05
AlicanteAlacant,2021-11-17,1.134e-05
AlicanteAlacant,2021-12-03,1.301e-05
AlicanteAlacant,2021-12-19,1.4680000000000002e-05
AlicanteAlacant,2022-01-01,1.5010000000000002e-05
AlicanteAlacant,2022-01-17,1.5120000000000001e-05
AlicanteAlacant,2022-02-02,1.694e-05
AlicanteAlacant,2022-02-18,1.6834000000000002e-05
AlicanteAlacant,2022-03-06,1.6728e-05
AlicanteAlacant,2022-03-22,1.6622e-05
AlicanteAlacant,2022-04-07,1.6516e-05
AlicanteAlacant,2022-04-23,1.641e-05
AlicanteAlacant,2022-05-09,1.762e-05
AlicanteAlacant,2022-05-25,1.75e-05
AlicanteAlacant,2022-06-10,1.745e-05
AlicanteAlacant,2022-06-26,1.172e-05
AlicanteAlacant,2022-07-12,1.527e-05
AlicanteAlacant,2022-07-28,1.3630000000000002e-05
AlicanteAlacant,2022-08-13,1.4060000000000001e-05
AlicanteAlacant,2022-08-29,1.635e-05
AlicanteAlacant,2022-09-14,1.1840000000000002e-05
AlicanteAlacant,2022-09-30,1.5260000000000003e-05
AlicanteAlacant,2022-10-16,1.5375e-05
AlicanteAlacant,2022-11-01,1.5490000000000002e-05
AlicanteAlacant,2022-11-17,1.389e-05
AlicanteAlacant,2022-12-03,1.4920000000000001e-05
AlicanteAlacant,2022-12-19,1.607e-05
AlicanteAlacant,2023-01-01,1.4630000000000002e-05
AlicanteAlacant,2023-01-17,1.5110000000000003e-05
AlicanteAlacant,2023-02-02,1.559e-05
AlicanteAlacant,2023-02-18,2.162e-05
AlicanteAlacant,2023-03-06,1.597e-05
AlicanteAlacant,2023-03-22,1.6060000000000002e-05
AlicanteAlacant,2023-04-07,1.6150000000000003e-05
AlicanteAlacant,2023-04-23,1.518e-05
AlicanteAlacant,2023-05-09,1.4690000000000002e-05
AlicanteAlacant,2023-05-25,1.728e-05
AlicanteAlacant,2023-06-10,1.6355000000000002e-05
AlicanteAlacant,2023-06-26,1.543e-05
AlicanteAlacant,2023-07-12,1.4475e-05
AlicanteAlacant,2023-07-28,1.352e-05
AlicanteAlacant,2023-08-13,1.2565e-05
AlicanteAlacant,2023-08-29,1.161e-05
AlicanteAlacant,2023-09-14,1.641e-05
AlicanteAlacant,2023-09-30,1.4449999999999999e-05
AlicanteAlacant,2023-10-16,1.3780000000000002e-05
AlicanteAlacant,2023-11-01,1.3400000000000002e-05
AlicanteAlacant,2023-11-17,1.375e-05
AlicanteAlacant,2023-12-03,1.41e-05
AlicanteAlacant,2023-12-19,1.4449999999999999e-05
AlicanteAlacant,2024-01-01,1.3485e-05
AlicanteAlacant,2024-01-17,1.252e-05
AlicanteAlacant,2024-02-02,1.525e-05
AlicanteAlacant,2024-02-18,1.621e-05
AlicanteAlacant,2024-03-05,1.659e-05
AlicanteAlacant,2024-03-21,1.697e-05
AlicanteAlacant,2024-04-06,1.391e-05
AlicanteAlacant,2024-04-22,1.3039999999999999e-05
AlicanteAlacant,2024-05-08,1.6420000000000002e-05
AlicanteAlacant,2024-05-24,1.224e-05
AlicanteAlacant,2024-06-09,1.8010000000000002e-05
AlicanteAlacant,2024-06-25,1.674e-05
AlicanteAlacant,2024-07-11,1.461e-05
AlicanteAlacant,2024-07-27,1.4330000000000002e-05
AlicanteAlacant,2024-08-12,1.5550000000000002e-05
AlicanteAlacant,2024-08-28,1.5720000000000002e-05
AlicanteAlacant,2024-09-13,1.515e-05
AlicanteAlacant,2024-09-29,1.267e-05
AlicanteAlacant,2024-10-15,1.3286666666666668e-05
AlicanteAlacant,2024-10-31,1.3903333333333333e-05
AlicanteAlacant,2024-11-16,1.452e-05
AlicanteAlacant,2024-12-02,1.65e-05
AlicanteAlacant,2024-12-18,1.811e-05
Barcelona,2012-12-18,1.069e-05
Barcelona,2013-01-01,1.069e-05
Barcelona,2013-01-17,1.126e-05
Barcelona,2013-02-02,1.183e-05
Barcelona,2013-02-18,8.409999999999999e-06
Barcelona,2013-03-06,1.1570000000000001e-05
Barcelona,2013-03-22,1.3569999999999999e-05
Barcelona,2013-04-07,1.2370000000000002e-05
Barcelona,2013-04-23,1.258e-05
Barcelona,2013-05-09,1.359e-05
Barcelona,2013-05-25,1.233e-05
Barcelona,2013-06-10,1.178e-05
Barcelona,2013-06-26,1.671e-05
Barcelona,2013-07-12,1.517e-05
Barcelona,2013-07-28,1.3510000000000001e-05
Barcelona,2013-08-13,1.646e-05
Barcelona,2013-08-29,1.198e-05
Barcelona,2013-09-14,1.645e-05
Barcelona,2013-09-30,1.4883333333333334e-05
Barcelona,2013-10-16,1.3316666666666666e-05
Barcelona,2013-11-01,1.175e-05
Barcelona,2013-11-17,1.1310000000000002e-05
Barcelona,2013-12-03,1.202e-05
Barcelona,2013-12-19,1.273e-05
Barcelona,2014-01-01,8.97e-06
Barcelona,2014-01-17,4.84e-06
Barcelona,2014-02-02,1.0150000000000001e-05
Barcelona,2014-02-18,1.1580000000000001e-05
Barcelona,2014-03-06,1.147e-05
Barcelona,2014-03-22,1.077e-05
Barcelona,2014-04-07,1.2540000000000002e-05
Barcelona,2014-04-23,1.263e-05
Barcelona,2014-05-09,1.4760000000000001e-05
Barcelona,2014-05-25,1.1210000000000001e-05
Barcelona,2014-06-10,1.45e-05
Barcelona,2014-06-26,1.4510000000000002e-05
Barcelona,2014-07-12,1.346e-05
Barcelona,2014-07-28,1.379e-05
Barcelona,2014-08-13,1.2100000000000001e-05
Barcelona,2014-08-29,1.702e-05
Barcelona,2014-09-14,1.156e-05
Barcelona,2014-09-30,1.236e-05
Barcelona,2014-10-16,1.43e-05
Barcelona,2014-11-01,1.037e-05
Barcelona,2014-11-17,1.161e-05
Barcelona,2014-12-03,9.97e-06
Barcelona,2014-12-19,1.518e-05
Barcelona,2015-01-01,1.0130000000000001e-05
Barcelona,2015-01-17,1.049e-05
Barcelona,2015-02-02,9.54e-06
Barcelona,2015-02-18,1.283e-05
Barcelona,2015-03-06,1.0290000000000001e-05
Barcelona,2015-03-22,9.77e-06
Barcelona,2015-04-07,1.3000000000000001e-05
Barcelona,2015-04-23,1.2770000000000001e-05
Barcelona,2015-05-09,1.2870000000000002e-05
Barcelona,2015-05-25,1.356e-05
Barcelona,2015-06-10,1.268e-05
Barcelona,2015-06-26,1.162e-05
Barcelona,2015-07-12,1.204e-05
Barcelona,2015-07-28,1.3719999999999999e-05
Barcelona,2015-08-13,1.3600000000000002e-05
Barcelona,2015-08-29,1.151e-05
Barcelona,2015-09-14,1.3600000000000002e-05
Barcelona,2015-09-30,1.4095000000000001e-05
Barcelona,2015-10-16,1.4590000000000001e-05
Barcelona,2015-11-01,1.482e-05
Barcelona,2015-11-17,1.416e-05
Barcelona,2015-12-03,1.3500000000000001e-05
Barcelona,2015-12-19,1.3185000000000002e-05
Barcelona,2016-01-01,1.2870000000000002e-05
Barcelona,2016-01-17,1.148e-05
Barcelona,2016-02-02,9.57e-06
Barcelona,2016-02-18,9.62e-06
Barcelona,2016-03-05,1.2070000000000001e-05
Barcelona,2016-03-21,1.075e-05
Barcelona,2016-04-06,1.324e-05
Barcelona,2016-04-22,1.273e-05
Barcelona,2016-05-08,1.299e-05
Barcelona,2016-05-24,1.2770000000000001e-05
Barcelona,2016-06-09,1.3330000000000001e-05
Barcelona,2016-06-25,1.604e-05
Barcelona,2016-07-11,1.4540000000000001e-05
Barcelona,2016-07-27,1.261e-05
Barcelona,2016-08-12,1.341e-05
Barcelona,2016-08-28,1.4030000000000001e-05
Barcelona,2016-09-13,1.296e-05
Barcelona,2016-09-29,1.1910000000000001e-05
Barcelona,2016-10-15,1.47e-05
Barcelona,2016-10-31,1.381e-05
Barcelona,2016-11-16,1.202e-05
Barcelona,2016-12-02,1.0743333333333334e-05
Barcelona,2016-12-18,9.466666666666667e-06
Barcelona,2017-01-01,8.190000000000001e-06
Barcelona,2017-01-17,1.1040000000000001e-05
Barcelona,2017-02-02,1.2290000000000001e-05
Barcelona,2017-02-18,1.077e-05
Barcelona,2017-03-06,1.171e-05
Barcelona,2017-03-22,1.3450000000000002e-05
Barcelona,2017-04-07,1.2790000000000001e-05
Barcelona,2017-04-23,1.718e-05
Barcelona,2017-05-09,1.291e-05
Barcelona,2017-05-25,1.573e-05
Barcelona,2017-06-10,1.518e-05
Barcelona,2017-06-26,1.5550000000000002e-05
Barcelona,2017-07-12,1.389e-05
Barcelona,2017-07-28,1.4910000000000001e-05
Barcelona,2017-08-13,1.334e-05
Barcelona,2017-08-29,1.346e-05
Barcelona,2017-09-14,1.694e-05
Barcelona,2017-09-30,1.3020000000000002e-05
Barcelona,2017-10-16,1.2460000000000001e-05
Barcelona,2017-11-01,1.278e-05
Barcelona,2017-11-17,1.109e-05
Barcelona,2017-12-03,1.3545000000000002e-05
Barcelona,2017-12-19,1.6000000000000003e-05
Barcelona,2018-01-01,1.002e-05
Barcelona,2018-01-17,1.098e-05
Barcelona,2018-02-02,1.106e-05
Barcelona,2018-02-18,1.4030000000000001e-05
Barcelona,2018-03-06,1.336e-05
Barcelona,2018-03-22,1.199e-05
Barcelona,2018-04-07,1.144e-05
Barcelona,2018-04-23,1.338e-05
Barcelona,2018-05-09,1.397e-05
Barcelona,2018-05-25,1.346e-05
Barcelona,2018-06-10,1.639e-05
Barcelona,2018-06-26,1.6250000000000002e-05
Barcelona,2018-07-12,1.444e-05
Barcelona,2018-07-28,1.4240000000000001e-05
Barcelona,2018-08-13,1.6530000000000003e-05
Barcelona,2018-08-29,1.4760000000000001e-05
Barcelona,2018-09-14,1.3930000000000002e-05
Barcelona,2018-09-30,1.3370000000000002e-05
Barcelona,2018-10-16,1.283e-05
Barcelona,2018-11-01,1.3400000000000002e-05
Barcelona,2018-11-17,1.175e-05
Barcelona,2018-12-03,8.840000000000002e-06
Barcelona,2018-12-19,1.66e-05
Barcelona,2019-01-01,1.0100000000000002e-05
Barcelona,2019-01-17,1.356e-05
Barcelona,2019-02-02,1.183e-05
Barcelona,2019-02-18,1.187e-05
Barcelona,2019-03-06,1.3700000000000001e-05
Barcelona,2019-03-22,1.326e-05
Barcelona,2019-04-07,1.29e-05
Barcelona,2019-04-23,1.724e-05
Barcelona,2019-05-09,1.382e-05
Barcelona,2019-05-25,1.4580000000000003e-05
Barcelona,2019-06-10,1.2460000000000001e-05
Barcelona,2019-06-26,1.408e-05
Barcelona,2019-07-12,1.367e-05
Barcelona,2019-07-28,1.3450000000000002e-05
Barcelona,2019-08-13,1.27e-05
Barcelona,2019-08-29,1.49e-05
Barcelona,2019-09-14,1.48e-05
Barcelona,2019-09-30,1.544e-05
Barcelona,2019-10-16,1.252e-05
Barcelona,2019-11-01,1.2750000000000002e-05
Barcelona,2019-11-17,1.3930000000000002e-05
Barcelona,2019-12-03,1.231e-05
Barcelona,2019-12-19,9.31e-06
Barcelona,2020-01-01,1.2600000000000001e-05
Barcelona,2020-01-17,1.1210000000000001e-05
Barcelona,2020-02-02,1.191e-05
Barcelona,2020-02-18,1.261e-05
Barcelona,2020-03-05,1.4860000000000002e-05
Barcelona,2020-03-21,1.238e-05
Barcelona,2020-04-06,1.11e-05
Barcelona,2020-04-22,1.432e-05
Barcelona,2020-05-08,1.339e-05
Barcelona,2020-05-24,1.389e-05
Barcelona,2020-06-09,1.3480000000000001e-05
Barcelona,2020-06-25,1.53e-05
Barcelona,2020-07-11,1.3680000000000001e-05
Barcelona,2020-07-27,1.316e-05
Barcelona,2020-08-12,1.2839999999999999e-05
Barcelona,2020-08-28,1.4000000000000001e-05
Barcelona,2020-09-13,1.5220000000000002e-05
Barcelona,2020-09-29,1.518e-05
Barcelona,2020-10-15,1.1210000000000001e-05
Barcelona,2020-10-31,1.827e-05
Barcelona,2020-11-16,1.1040000000000001e-05
Barcelona,2020-12-02,1.4380000000000001e-05
Barcelona,2020-12-18,1.344e-05
Barcelona,2021-01-01,1.3170000000000001e-05
Barcelona,2021-01-17,1.124e-05
Barcelona,2021-02-02,1.035e-05
Barcelona,2021-02-18,1.13e-05
Barcelona,2021-03-06,1.213e-05
Barcelona,2021-03-22,1.283e-05
Barcelona,2021-04-07,1.2750000000000002e-05
Barcelona,2021-04-23,1.374e-05
Barcelona,2021-05-09,1.4449999999999999e-05
Barcelona,2021-05-25,1.213e-05
Barcelona,2021-06-10,1.3480000000000001e-05
Barcelona,2021-06-26,1.3569999999999999e-05
Barcelona,2021-07-12,1.3420000000000002e-05
Barcelona,2021-07-28,1.358e-05
Barcelona,2021-08-13,1.359e-05
Barcelona,2021-08-29,1.276e-05
Barcelona,2021-09-14,1.4630000000000002e-05
Barcelona,2021-09-30,1.1740000000000001e-05
Barcelona,2021-10-16,1.1200000000000001e-05
Barcelona,2021-11-01,1.0325e-05
Barcelona,2021-11-17,9.450000000000001e-06
Barcelona,2021-12-03,1.0870000000000001e-05
Barcelona,2021-12-19,1.2870000000000002e-05
Barcelona,2022-01-01,1.038e-05
Barcelona,2022-01-17,1.026e-05
Barcelona,2022-02-02,1.1210000000000001e-05
Barcelona,2022-02-18,1.1846666666666668e-05
Barcelona,2022-03-06,1.2483333333333335e-05
Barcelona,2022-03-22,1.3120000000000001e-05
Barcelona,2022-04-07,1.323e-05
Barcelona,2022-04-23,1.285e-05
Barcelona,2022-05-09,1.4060000000000001e-05
Barcelona,2022-05-25,1.221e-05
Barcelona,2022-06-10,1.224e-05
Barcelona,2022-06-26,1.367e-05
Barcelona,2022-07-12,1.339e-05
Barcelona,2022-07-28,1.2720000000000002e-05
Barcelona,2022-08-13,1.314e-05
Barcelona,2022-08-29,1.235e-05
Barcelona,2022-09-14,1.248e-05
Barcelona,2022-09-30,1.293e-05
Barcelona,2022-10-16,1.771e-05
Barcelona,2022-11-01,1.329e-05
Barcelona,2022-11-17,1.035e-05
Barcelona,2022-12-03,1.149e-05
Barcelona,2022-12-19,1.163e-05
Barcelona,2023-01-01,1.177e-05
Barcelona,2023-01-17,1.056e-05
Barcelona,2023-02-02,1.0990000000000002e-05
Barcelona,2023-02-18,1.142e-05
Barcelona,2023-03-06,1.5320000000000002e-05
Barcelona,2023-03-22,1.323e-05
Barcelona,2023-04-07,1.409e-05
Barcelona,2023-04-23,1.4099999999999999e-05
Barcelona,2023-05-09,1.2100000000000001e-05
Barcelona,2023-05-25,1.3630000000000002e-05
Barcelona,2023-06-10,1.3120000000000001e-05
Barcelona,2023-06-26,1.224e-05
Barcelona,2023-07-12,1.6000000000000003e-05
Barcelona,2023-07-28,1.249e-05
Barcelona,2023-08-13,1.3000000000000001e-05
Barcelona,2023-08-29,1.253e-05
Barcelona,2023-09-14,1.3020000000000002e-05
Barcelona,2023-09-30,1.349e-05
Barcelona,2023-10-16,1.167e-05
Barcelona,2023-11-01,1.232e-05
Barcelona,2023-11-17,1.1390000000000001e-05
Barcelona,2023-12-03,1.046e-05
Barcelona,2023-12-19,1.2255e-05
Barcelona,2024-01-01,1.4050000000000003e-05
Barcelona,2024-01-17,1.6669999999999998e-05
Barcelona,2024-02-02,1.178e-05
Barcelona,2024-02-18,1.3600000000000002e-05
Barcelona,2024-03-05,1.2420000000000001e-05
Barcelona,2024-03-21,1.117e-05
Barcelona,2024-04-06,1.2509999999999999e-05
Barcelona,2024-04-22,1.541e-05
Barcelona,2024-05-08,1.2290000000000001e-05
Barcelona,2024-05-24,1.5190000000000002e-05
Barcelona,2024-06-09,1.204e-05
Barcelona,2024-06-25,1.288e-05
Barcelona,2024-07-11,1.235e-05
Barcelona,2024-07-27,1.3500000000000001e-05
Barcelona,2024-08-12,1.4740000000000001e-05
Barcelona,2024-08-28,1.2120000000000001e-05
Barcelona,2024-09-13,1.263e-05
Barcelona,2024-09-29,1.3270000000000002e-05
Barcelona,2024-10-15,1.3445000000000001e-05
Barcelona,2024-10-31,1.362e-05
Barcelona,2024-11-16,1.2290000000000001e-05
Barcelona,2024-12-02,8.720000000000001e-06
Barcelona,2024-12-18,1.0539999999999999e-05
Bilbao,2012-12-18,1.645e-05
Bilbao,2013-01-01,1.645e-05
Bilbao,2013-01-17,1.696e-05
Bilbao,2013-02-02,1.747e-05
Bilbao,2013-02-18,1.798e-05
Bilbao,2013-03-06,1.55e-05
Bilbao,2013-03-22,2.3310000000000002e-05
Bilbao,2013-04-07,1.872e-05
Bilbao,2013-04-23,2.186e-05
Bilbao,2013-05-09,1.902e-05
Bilbao,2013-05-25,1.969e-05
Bilbao,2013-06-10,1.968e-05
Bilbao,2013-06-26,2.038e-05
Bilbao,2013-07-12,2.394e-05
Bilbao,2013-07-28,1.73e-05
Bilbao,2013-08-13,1.87e-05
Bilbao,2013-08-29,1.853e-05
Bilbao,2013-09-14,1.993e-05
Bilbao,2013-09-30,2.777e-05
Bilbao,2013-10-16,1.65e-05
Bilbao,2013-11-01,1.734e-05
Bilbao,2013-11-17,1.6380000000000002e-05
Bilbao,2013-12-03,1.747e-05
Bilbao,2013-12-19,1.2800000000000001e-05
Bilbao,2014-01-01,1.373e-05
Bilbao,2014-01-17,1.7910000000000003e-05
Bilbao,2014-02-02,1.775e-05
Bilbao,2014-02-18,1.774e-05
Bilbao,2014-03-06,1.888e-05
Bilbao,2014-03-22,1.373e-05
Bilbao,2014-04-07,1.773e-05
Bilbao,2014-04-23,1.985e-05
Bilbao,2014-05-09,1.542e-05
Bilbao,2014-05-25,1.773e-05
Bilbao,2014-06-10,1.694e-05
Bilbao,2014-06-26,1.881e-05
Bilbao,2014-07-12,1.8360000000000004e-05
Bilbao,2014-07-28,2.057e-05
Bilbao,2014-08-13,1.759e-05
Bilbao,2014-08-29,2.312e-05
Bilbao,2014-09-14,2.5050000000000002e-05
Bilbao,2014-09-30,1.842e-05
Bilbao,2014-10-16,1.91e-05
Bilbao,2014-11-01,1.681e-05
Bilbao,2014-11-17,1.408e-05
Bilbao,2014-12-03,1.4030000000000001e-05
Bilbao,2014-12-19,1.885e-05
Bilbao,2015-01-01,1.701666666666667e-05
Bilbao,2015-01-17,1.5183333333333334e-05
Bilbao,2015-02-02,1.3350000000000001e-05
Bilbao,2015-02-18,1.437e-05
Bilbao,2015-03-06,1.4069999999999999e-05
Bilbao,2015-03-22,2.137e-05
Bilbao,2015-04-07,1.6289999999999998e-05
Bilbao,2015-04-23,1.568e-05
Bilbao,2015-05-09,2.4030000000000002e-05
Bilbao,2015-05-25,3.157e-05
Bilbao,2015-06-10,2.099e-05
Bilbao,2015-06-26,2.713e-05
Bilbao,2015-07-12,1.809e-05
Bilbao,2015-07-28,1.904e-05
Bilbao,2015-08-13,1.9220000000000002e-05
Bilbao,2015-08-29,1.9e-05
Bilbao,2015-09-14,1.76e-05
Bilbao,2015-09-30,2.186e-05
Bilbao,2015-10-16,2.042e-05
Bilbao,2015-11-01,1.5759999999999998e-05
Bilbao,2015-11-17,1.8200000000000002e-05
Bilbao,2015-12-03,1.4449999999999999e-05
Bilbao,2015-12-19,1.5470000000000003e-05
Bilbao,2016-01-01,1.19e-05
Bilbao,2016-01-17,1.525e-05
Bilbao,2016-02-02,1.603e-05
Bilbao,2016-02-18,1.6689999999999998e-05
Bilbao,2016-03-05,1.7349999999999998e-05
Bilbao,2016-03-21,1.7150000000000004e-05
Bilbao,2016-04-06,2.922e-05
Bilbao,2016-04-22,1.957e-05
Bilbao,2016-05-08,2.621e-05
Bilbao,2016-05-24,1.779e-05
Bilbao,2016-06-09,1.997e-05
Bilbao,2016-06-25,1.552e-05
Bilbao,2016-07-11,1.7230000000000003e-05
Bilbao,2016-07-27,2.0960000000000003e-05
Bilbao,2016-08-12,1.749e-05
Bilbao,2016-08-28,1.8890000000000004e-05
Bilbao,2016-09-13,1.7800000000000002e-05
Bilbao,2016-09-29,1.671e-05
Bilbao,2016-10-15,1.668e-05
Bilbao,2016-10-31,1.827e-05
Bilbao,2016-11-16,1.2370000000000002e-05
Bilbao,2016-12-02,1.697e-05
Bilbao,2016-12-18,1.718e-05
Bilbao,2017-01-01,1.683e-05
Bilbao,2017-01-17,1.639e-05
Bilbao,2017-02-02,1.4249999999999999e-05
Bilbao,2017-02-18,2.1110000000000003e-05
Bilbao,2017-03-06,1.823e-05
Bilbao,2017-03-22,1.957e-05
Bilbao,2017-04-07,1.747e-05
Bilbao,2017-04-23,2.001e-05
Bilbao,2017-05-09,1.956e-05
Bilbao,2017-05-25,2.158e-05
Bilbao,2017-06-10,1.896e-05
Bilbao,2017-06-26,1.787e-05
Bilbao,2017-07-12,2.3350000000000002e-05
Bilbao,2017-07-28,1.8990000000000003e-05
Bilbao,2017-08-13,2.229e-05
Bilbao,2017-08-29,1.711e-05
Bilbao,2017-09-14,2.1700000000000002e-05
Bilbao,2017-09-30,2.128e-05
Bilbao,2017-10-16,1.851e-05
Bilbao,2017-11-01,1.756e-05
Bilbao,2017-11-17,1.4580000000000003e-05
Bilbao,2017-12-03,9.85e-06
Bilbao,2017-12-19,1.343e-05
Bilbao,2018-01-01,1.394e-05
Bilbao,2018-01-17,1.646e-05
Bilbao,2018-02-02,1.686e-05
Bilbao,2018-02-18,1.6345e-05
Bilbao,2018-03-06,1.583e-05
Bilbao,2018-03-22,1.389e-05
Bilbao,2018-04-07,3.1230000000000004e-05
Bilbao,2018-04-23,1.9810000000000002e-05
Bilbao,2018-05-09,2.3000000000000003e-05
Bilbao,2018-05-25,1.936e-05
Bilbao,2018-06-10,1.908e-05
Bilbao,2018-06-26,1.881e-05
Bilbao,2018-07-12,1.994e-05
Bilbao,2018-07-28,2.486e-05
Bilbao,2018-08-13,1.87e-05
Bilbao,2018-08-29,1.8920000000000002e-05
